學號,書籍類別,書籍名稱,讀者借閱冊數,書籍出版日期,書籍出版者,書籍館藏地,書籍上架年月,書籍標題(subject),讀者年級,學院,借閱時間
B2203eb2087,語言文學類,槍與巧克力 = A gun & chocolate,15,2015,獨步文化,3F中文圖書區,2015-11-11,NA,4,公共事務學院,2017-02-21T07:23:57Z
Q70016bd9b7,語言文學類,結婚十年,11,2001,時報文化,3F中文圖書區,2003-03-07,NA,1,電機資訊學院,2014-01-15T12:59:33Z
Kaa31b626dd,總類,低欲望社會,72,2016,遠見天下文化,3F中文圖書區,2017-01-11,言論集,3,人文學院,2017-06-25T06:18:51Z
Id8cc179fb6,語言文學類,"風動鳴 = Wind with voices. 16, 煦光夢迴 上部",22,2014,天使出版國際文化,3F中文圖書區,2015-01-23,科幻小說,3,商學院,2016-05-25T08:48:00Z
L7852c44209,語言文學類,Confessions of a shopaholic,51,2001,Dial Press Trade Paperbacks,4F外文圖書區,2010-02-23,Young women,3,人文學院,2015-12-28T00:47:06Z
I57b721e6b4,語言文學類,Harry Potter and the chamber of secrets,20,1999,Arthur A. Levine Books,4F外文圖書區,2003-08-25,Wizards Juvenile fiction.,4,商學院,2017-02-20T09:11:59Z
Eb5872f11fc,社會科學類,統計學,3,1996,高立出版,3F中文圖書區,2003-09-19,統計學,1,公共事務學院,2014-06-14T07:37:29Z
B8313059378,語言文學類,主公是信長,52,2011,臺灣商務,3F中文圖書區,2012-10-23,小說,1,公共事務學院,2014-04-21T05:49:05Z
Fc868f91384,社會科學類,都市酵母=City yeast,66,2007,水越設計,3F中文圖書區,2009-04-09,都市設計,4,公共事務學院,2017-04-05T01:48:24Z
F27c34e7c90,語言文學類,發條鳥年代記,23,1995,時報文化,3F中文圖書區,2012-09-27,NA,2,公共事務學院,2015-02-03T07:27:02Z
Qc48a1796d8,科學類,Linux技術手冊,34,2003,美商歐萊禮,3F中文圖書區,2004-06-17,作業系統,4,電機資訊學院,2017-03-07T09:39:05Z
I9162f25a3b,科學類,"The economics of money, banking, and financial markets",90,2010,Pearson,4F外文圖書區,2012-09-04,Finance.,3,商學院,2016-04-28T03:17:07Z
Dbaadd2aff3,應用科學類,"銷售訓練實戰手冊:掌握10大培訓要訣,打造高績效銷售團隊",25,2003,美商麥格羅？希爾,3F中文圖書區,2004-06-07,銷售,2,社會科學院,2015-02-05T07:05:14Z
I7b558e2b3d,語言文學類,白雪公主非死不可,1,2012,皇冠,3F中文圖書區,2014-10-14,NA,2,商學院,2015-03-02T02:01:12Z
Fc868f91384,社會科學類,裸城 : 純正都市地方的生與死,66,2012,群學,3F中文圖書區,2012-11-05,都市化,4,公共事務學院,2017-04-20T06:57:02Z
F016a6184f8,社會科學類,都市土地經濟學,10,2004,五南,3F中文圖書區,2004-12-27,土地經濟,2,公共事務學院,2015-04-10T07:35:45Z
B1ad5b76225,社會科學類,公共人力資源管理,150,2004,韋伯文化,3F中文圖書區,2008-03-17,人事行政,4,公共事務學院,2017-03-01T06:39:06Z
Ba02a384866,語言文學類,多益測驗官方全真試題指南. TOEIC Official Test-Preparation Guide. III,30,2012,忠欣,1F流通櫃檯,2012-07-11,多益測驗,1,公共事務學院,2014-04-10T04:52:08Z
H6a798a51f3,語言文學類,偵探伽利略,30,2005,獨步文化出版,3F中文圖書區,2009-06-24,NA,2,商學院,2015-06-22T07:47:46Z
Iec5e97df1d,藝術類,壁花男孩 [電影片] = The perks of being a wallflower,46,2014,得寶影片,1F視聽區,2014-06-03,電影片,2,商學院,2015-02-24T02:26:07Z
K2a01fe5225,語言文學類,悅讀余光中.詩卷,57,2002,爾雅,3F中文圖書區,2011-12-16,作品集,1,人文學院,2013-12-16T10:26:05Z
Bffb8b1237b,中國史地,蒙曼說唐 : 武則天,22,2012,麥田,3F中文圖書區,2013-07-04,傳記,2,公共事務學院,2014-12-03T03:39:39Z
Gf64bf87d28,社會科學類,個體經濟學=Microeconomics,29,1999,智勝文化,3F中文圖書區,1999-12-22,個體經濟,2,商學院,2015-01-09T10:24:09Z
C71ac6147a5,語言文學類,挪威的森林,2,1992,可筑出版,3F中文圖書區,1999-03-01,NA,1,社會科學院,2014-04-11T09:09:50Z
Ac60bf4ba27,語言文學類,"噪反. I, 鬧與靜",26,2012,聯經,3F中文圖書區,2013-04-26,美國文學,3,法律學院,2015-11-27T04:26:32Z
Ka3347bbadc,哲學類,內在英雄,50,2000,立緒文化出版,3F中文圖書區,2009-06-23,自我(心理學),1,人文學院,2014-03-23T02:24:59Z
B58274372a5,應用科學類,藍帶廚師到你家,23,2012,馬可孛羅文化,3F中文圖書區,2013-06-24,烹飪,4,公共事務學院,2017-01-13T03:05:07Z
Bcca3632d93,藝術類,攝影師之眼 : 數位攝影的思考、設計和構圖,41,2009,大家,3F中文圖書區,2017-04-20,攝影技術,4,公共事務學院,2018-03-01T01:09:31Z
B7230aef465,語言文學類,"想念, 卻不想見的人",41,2013,三采文化,3F中文圖書區,2014-01-09,散文,2,公共事務學院,2015-05-07T06:27:54Z
Abe1ca837c5,哲學類,柏拉圖與神話之鏡:從黃金時代到大西島,55,2008,華東師範大學,3F中文圖書區,2009-07-29,神話,3,法律學院,2016-07-13T07:40:21Z
Lb3a416e25c,語言文學類,Get Ready!商務英語溝通力,49,2011,寂天文化,3F中文圖書區,2016-02-26,商業英文,4,人文學院,2017-04-28T02:37:13Z
Meb1ff35189,藝術類,第二次世界大戰啟示錄 [錄影資料] = The second world war apocalypse,5,2014,一方山水,1F視聽區,2014-09-11,紀錄片,2,人文學院,2014-09-19T07:26:50Z
I0deca5c560,藝術類,台灣歌仔戲,12,1999,漢光文化,3F中文圖書區,2009-01-12,歌仔戲,3,商學院,2016-03-14T10:19:10Z
G7e8b086cbe,語言文學類,王者之王=Lord of the kings,18,2004,鮮鮮文化,3F中文圖書區,2006-05-23,NA,1,商學院,2014-05-07T04:47:56Z
Kadbf84e112,語言文學類,神秘禁區,91,2010,皇冠文化,3F中文圖書區,2013-03-14,美國文學,2,人文學院,2015-04-13T00:36:48Z
A28b9a0dfec,語言文學類,誰無罪,18,2013,先覺,3F中文圖書區,2013-06-24,德國文學,4,法律學院,2016-09-30T03:51:57Z
Ffaed276e4b,語言文學類,骸骨之城,32,2012,春天出版國際文化,3F中文圖書區,2013-12-30,美國文學,2,公共事務學院,2015-04-23T07:04:02Z
Ccc0cf17192,語言文學類,"大漠謠.卷三, 情飛祈連山",15,2010,野人文化,3F中文圖書區,2014-07-29,小說,2,社會科學院,2015-03-06T06:26:49Z
K84b62098f7,語言文學類,雲吞城市,73,2003,聯合文學出版,3F中文圖書區,2005-08-04,NA,3,人文學院,2016-01-04T11:25:43Z
Kadbf84e112,語言文學類,"特殊傳說. 1, 不存在的學園! = The unique legend",130,2012,蓋亞文化,3F中文圖書區,2015-03-10,小說,4,人文學院,2016-11-22T05:54:12Z
J919576475a,語言文學類,慾望酒莊,12,2008,三采文化,3F中文圖書區,2009-04-29,NA,1,商學院,2014-05-07T09:55:04Z
B77c7ea4cbc,世界史地,芬蘭驚艷:全球成長競爭力第一名的故事,6,2006,遠流,3F中文圖書區,2008-03-04,芬蘭描述與遊記,4,公共事務學院,2016-11-22T01:02:18Z
D11d51fde6c,語言文學類,沙丘救世主,15,2007,貓頭鷹,3F中文圖書區,2012-11-20,美國文學,3,社會科學院,2015-11-23T03:13:46Z
Af67c9efc85,社會科學類,行政法總論,121,2013,陳敏,3F中文圖書區,2015-04-28,行政法,3,法律學院,2016-03-28T06:21:50Z
Bf0b35337c1,社會科學類,政治學 = Politics,85,2015,五南,3F中文圖書區,2015-11-06,政治學,4,公共事務學院,2016-11-07T10:03:16Z
Gbfac25267e,語言文學類,巧克力戰爭,11,2008,遠流,3F中文圖書區,2008-12-01,NA,1,商學院,2014-02-18T07:56:04Z
E0eb031151b,語言文學類,華麗一族,25,2007,皇冠文化,3F中文圖書區,2007-11-13,NA,2,公共事務學院,2014-11-19T08:18:02Z
H53d7481d29,科學類,"The economics of money, banking, and financial markets",37,2010,Pearson,4F外文圖書區,2012-09-04,Finance.,2,商學院,2015-05-06T08:37:56Z
I7b558e2b3d,語言文學類,The death cure,2,2011,Delacorte Press,1F寰宇開卷專區,2015-08-13,Survival,3,商學院,2015-12-11T01:24:20Z
F61c5c14ac3,語言文學類,大家的日本語. 初級II 改訂版,51,2015,大新,3F中文圖書區,2016-04-07,日語,4,公共事務學院,2016-12-20T04:49:07Z
Cfe6ff5f306,社會科學類,商事法,96,2010,元照,3F中文圖書區,2012-08-22,商事法,2,社會科學院,2014-10-31T08:48:01Z
Kadbf84e112,語言文學類,恐懼之谷,91,1999,臉譜文化出版,3F中文圖書區,2000-03-13,NA,2,人文學院,2015-04-27T00:33:38Z
Kb1c3adacc3,語言文學類,酒國,41,2004,當代世界出版社出版發行,3F中文圖書區,2005-04-06,長篇小說中國當代,1,人文學院,2014-06-06T07:22:17Z
L7852c44209,語言文學類,射鵰英雄傳,57,1997,遠流,3F中文圖書區,2000-08-03,NA,4,人文學院,2017-06-05T07:02:21Z
Ef69b808b4f,語言文學類,徬徨少年時,6,1979,志文,3F中文圖書區,1999-05-27,NA,4,公共事務學院,2016-09-13T10:45:23Z
Md441a78e2f,社會科學類,當事人協力義務/行政調查/國家賠償,35,2006,台灣行政法學會出版,3F中文圖書區,2009-06-26,"行政法論文,講詞等",4,法律學院,2017-02-20T06:39:10Z
D30b3ff026c,語言文學類,"讀金融時報學英文精選集.2,聚焦中國=Master English with Financial Times. 2 : focus on China",12,2006,臺灣培生教育出版,3F中文圖書區,2006-11-20,新聞英語讀本,3,社會科學院,2015-09-17T08:32:37Z
B2b1f5e779b,社會科學類,新聞的騷動 : 狄波頓的深入報導與慰藉,12,2014,先覺,3F中文圖書區,2014-06-25,大眾傳播,2,公共事務學院,2014-09-10T04:24:18Z
Bf0d15e11c2,語言文學類,<<經濟學人>>這樣讀就對了! = The economist easy read,134,2012,五南,3F中文圖書區,2015-08-28,英語,4,公共事務學院,2017-03-28T07:51:02Z
B23ba9984e4,世界史地,貝聿銘:現代主義泰斗,13,1996,智庫出版,3F中文圖書區,1999-03-01,"貝聿銘 (pei, I. M.) 傳記",1,公共事務學院,2014-03-18T09:51:58Z
C313d04667e,社會科學類,國際經濟學:國際貿易理論與政策,13,2010,華泰,3F中文圖書區,2012-12-18,國際經濟關係,3,社會科學院,2016-03-25T06:51:51Z
Ha421301001,世界史地,很高興認識你! : 西班牙,14,2013,一起來,1F寰宇開卷專區,2013-12-30,遊記,4,商學院,2017-05-17T07:26:02Z
Ac63c807e83,科學類,Commentaries and cases on the law of business organization,36,2012,Wolters Kluwer/Law & Business,4F外文圖書區,2014-10-15,Business enterprises Law and legislation United States,3,法律學院,2016-03-03T06:01:58Z
Pb3571980fe,語言文學類,Th1rteen r3asons why,9,2007,Penguin,1F寰宇開卷專區,2015-02-26,Suicide victims,3,商學院,2016-02-01T07:10:22Z
Bb66e51d4a1,應用科學類,爛工作的三個跡象,16,2008,大是,3F中文圖書區,2009-02-20,生涯規劃,4,公共事務學院,2017-03-07T09:07:36Z
F624b7e725c,社會科學類,貨幣銀行學,10,2001,普林帝斯霍爾出版,3F中文圖書區,2003-05-06,貨幣,1,公共事務學院,2014-01-16T09:20:10Z
Ed6c3f0aa8b,社會科學類,"大過剩時代 : 失控全球化後, 治好世界經濟焦慮的成長解答",12,2014,大寫,3F中文圖書區,2015-06-09,經濟危機,3,公共事務學院,2016-07-26T06:41:28Z
B1afd235714,藝術類,看誰在說謊? : 64個邏輯謎題讓你變機靈,27,2005,究竟,3F中文圖書區,2012-09-14,智力遊戲,1,公共事務學院,2014-05-15T04:09:17Z
M07e6d2cfea,中國史地,早期中國歷史、思想與文化,3,2011,商務印書館,3F中文圖書區,2012-05-17,思想史,3,人文學院,2016-07-04T07:04:02Z
K2a01fe5225,社會科學類,彼得林區選股戰略,116,2013,財信,3F中文圖書區,2013-12-26,證券投資,2,人文學院,2015-06-26T12:44:32Z
Ia79f7ef530,語言文學類,倚天屠龍記,37,1996,遠流,3F中文圖書區,2000-08-03,NA,4,商學院,2016-12-26T08:55:05Z
J39e0f055ed,哲學類,為什麼我們這樣生活，那樣工作？,133,2012,大塊文化,3F中文圖書區,2013-04-12,習慣,4,商學院,2016-11-02T01:51:33Z
Jc3adf6486a,語言文學類,沒有色彩的多崎作和他的巡禮之年,12,2013,時報文化,3F中文圖書區,2013-12-30,日本文學,2,商學院,2014-12-19T04:51:38Z
A054541faf9,應用科學類,糖.脂肪.鹽 : 食品工業誘人上癮的三詭計,185,2015,八旗文化,3F中文圖書區,2015-05-11,食品添加物,3,法律學院,2016-05-18T12:15:23Z
M03e65edbc1,社會科學類,中國近代軍事思想,8,1992,臺灣商務,3F中文圖書區,1999-03-01,軍事歷史中國近代(1600-    ),3,人文學院,2016-01-14T03:08:15Z
A59b535c02c,語言文學類,垂釣睡眠,16,2006,九歌,3F中文圖書區,2008-09-09,NA,1,法律學院,2013-12-26T09:23:36Z
J3ef8ab970f,世界史地,跟著小氣少年自由行 : 大阪 神戶 奈良,28,2014,精誠資訊,3F中文圖書區,2014-12-10,自助旅行,2,商學院,2015-04-10T09:15:14Z
G80622e2ba2,語言文學類,NEW TOEIC TEST金色證書 : 聽力 = Listening drills for the NEW TOEIC TEST,6,2013,眾文圖書,3F中文圖書區,2014-01-09,多益測驗,3,商學院,2016-03-05T06:40:42Z
A83927921d6,藝術類,海上鋼琴師 [電影片] = The legend of 1990,43,2014,得利影視,1F視聽區,2014-06-03,電影片,2,法律學院,2014-11-12T05:55:18Z
Gf64bf87d28,總類,明清傳教士與歐洲漢學,9,2001,中國社會科學出版社,3F中文圖書區,2004-05-19,漢學歐洲,1,商學院,2014-05-26T12:59:46Z
M2cfd224e46,世界史地,居遊法國 : 從巴黎到里昂，享受美景與美食,141,2012,時報文化,1F寰宇開卷專區,2013-07-12,遊記,2,人文學院,2015-04-29T13:09:49Z
J3ef8ab970f,世界史地,東京!流行:六本木、汐留等最新20城完整版,24,2004,朱雀文化出版,3F中文圖書區,2005-03-16,日本東京描述與遊記,1,商學院,2014-04-18T08:38:54Z
L3054cbf2a3,語言文學類,我願意為妳朗讀,58,2000,皇冠,3F中文圖書區,2012-03-29,小說,4,人文學院,2017-02-24T09:04:32Z
N1ff5a12842,哲學類,莊子道化的人生哲學,37,2005,臺灣學生,3F中文圖書區,2007-11-22,莊子研究與考訂,1,商學院,2014-06-16T04:06:28Z
Ice7d1bee6c,世界史地,沒有寬恕就沒有未來,2,2005,左岸文化出版,3F中文圖書區,2012-04-19,寬恕,3,商學院,2015-12-09T03:49:35Z
B4d7a8e4ce1,世界史地,開臺使者沈葆楨,13,2001,臺南市政府,3F中文圖書區,2003-12-29,沈葆楨傳記,3,公共事務學院,2015-10-20T12:39:45Z
I9162f25a3b,社會科學類,聰明學經濟的12堂課,90,2010,先覺,3F中文圖書區,2015-08-12,通俗作品,3,商學院,2015-11-02T09:45:48Z
B6a20655c58,語言文學類,橘子紅了,20,1991,洪範,3F中文圖書區,1999-05-24,NA,1,公共事務學院,2014-05-05T05:57:36Z
G67725f6082,應用科學類,成本與管理會計學新論 = Cost and management accounting,12,2011,証業,3F中文圖書區,2012-05-16,成本會計,3,商學院,2015-12-23T08:19:20Z
M49e315c37d,藝術類,單車失竊記,17,NA,沙鷗影視公司發行,1F視聽區,2000-11-10,NA,1,人文學院,2014-03-13T09:51:33Z
B2f30a32458,語言文學類,瑪麗.包萍的神祕禮物,32,2010,國語日報,3F中文圖書區,2011-07-26,NA,3,公共事務學院,2015-12-01T08:22:56Z
Gb3eebc49fd,社會科學類,稅務法規 : 理論與應用,24,2012,新陸,3F中文圖書區,2012-12-18,稅法,3,商學院,2015-10-21T00:39:10Z
Dd37cde99f2,社會科學類,去公司上班:新公園男同志的情慾空間,49,2005,女書文化出版,3F中文圖書區,2006-08-08,同性戀,4,社會科學院,2016-10-24T03:14:54Z
B6df6009ad4,語言文學類,The fault in our stars,14,2012,"Dutton Books, an imprint of Penguin Group (USA) Inc.",1F寰宇開卷專區,2013-04-26,Cancer in adolescence,2,公共事務學院,2015-01-13T03:19:38Z
Fc868f91384,哲學類,"搜尋你內心的關鍵字 : Google最熱門的自我成長課程! : 幫助你創造健康、快樂、成功的人生, 在工作、生活上脫胎換骨!",61,2013,平安文化,3F中文圖書區,2014-10-14,自信,3,公共事務學院,2016-07-29T04:22:40Z
M7aeba18809,語言文學類,孽子,42,2000,允晨文化,3F中文圖書區,2003-05-20,NA,1,人文學院,2014-01-17T08:34:04Z
Md32615930d,社會科學類,個體經濟學.上冊,14,2002,瑞興,3F中文圖書區,2013-12-27,個體經濟學,3,人文學院,2015-11-23T08:53:35Z
K0357ab3909,哲學類,馬斯洛:人本心理學之父,225,1990,桂冠,3F中文圖書區,1999-03-01,馬斯洛,4,人文學院,2017-01-07T00:40:28Z
H6747655611,語言文學類,初學者開口說日語:1000句2000字彙,15,2006,笛藤發行,3F中文圖書區,2006-06-29,日本語言會話,3,商學院,2015-09-25T09:40:35Z
K25d5a89c7c,語言文學類,殖民地摩登 : 現代性與台灣史觀 = Colonial modernity : historical and literary perspectives on Taiwan,83,2011,麥田,3F中文圖書區,2012-12-11,臺灣文學史,4,人文學院,2016-09-19T06:18:30Z
Kcbaaee96de,語言文學類,大唐雙龍傳[修訂版],172,2002,時報文化,3F中文圖書區,2003-11-26,NA,4,人文學院,2016-08-13T07:30:52Z
Ab5f5d71dad,社會科學類,法院組織法講義,3,2008,新學林,3F中文圖書區,2009-03-26,法院,2,法律學院,2015-06-25T05:18:55Z
N7cbc0be6c4,語言文學類,大學俄語,84,1994,外語教學與研究,3F中文圖書區,2008-11-13,俄國語言讀本,1,商學院,2013-11-25T01:07:12Z
G5803473080,語言文學類,GMAT字彙紅寶書 = GMAT vocabulary,3,2012,眾文圖書,3F中文圖書區,2014-07-29,英語,4,商學院,2017-02-19T06:40:35Z
A054541faf9,總類,圖解 一寫就成真！ 神奇高效手帳筆記術,87,2014,采實文化,3F中文圖書區,2015-04-15,筆記法,2,法律學院,2015-07-02T05:50:01Z
Af67c9efc85,語言文學類,罪咎,76,2011,先覺,1F特展區,2015-09-22,小說,4,法律學院,2017-05-23T03:46:20Z
E49330688ab,社會科學類,愛上統計學,54,2008,重慶大學出版社,3F中文圖書區,2010-11-17,統計學,1,公共事務學院,2014-03-05T03:21:38Z
A35f7cbcdf8,語言文學類,下輩子更加決定 : 葉青詩集,8,2012,黑眼睛文化,3F中文圖書區,2013-06-24,中國詩,3,法律學院,2016-01-15T06:15:26Z
Efccf61b9d5,NA,視聽區耳機,3,NA,NA,1F流通櫃檯,2013-11-24,NA,4,公共事務學院,2017-06-27T01:27:18Z
M26da0ce405,世界史地,高盧戰記,2,1998,臺灣商務,3F中文圖書區,2002-12-11,羅馬帝國歷史公元前510-30年,2,人文學院,2015-03-11T08:52:12Z
Mf90fe360a4,應用科學類,潮爆大肚皮 : 60道食髓知味的頑樂料理,34,2012,台視文化,3F中文圖書區,2012-09-27,食譜,3,人文學院,2015-12-31T06:11:53Z
Fb8a5485ded,語言文學類,全新!NEW TOEIC新多益聽力題庫大全,6,2014,國際學村,1F通識悅讀專區,2015-01-27,多益測驗,2,公共事務學院,2015-06-04T10:02:01Z
Af93de31fa2,社會科學類,懲罰與現代社會,24,2006,商周出版,3F中文圖書區,2007-02-27,刑罰學,1,法律學院,2013-12-10T10:05:14Z
B9c03b05227,NA,電子書閱讀器 iPad 2,43,NA,NA,1F流通櫃檯,2012-07-05,NA,1,公共事務學院,2014-04-09T09:32:05Z
Oc8687ebf66,科學類,資料結構:使用C++,7,2007,碁峰資訊,3F中文圖書區,2009-03-13,C++(電腦程式語言),2,電機資訊學院,2014-11-26T04:54:30Z
N7652c089bc,應用科學類,組織行為學,14,2009,美商麥格羅？希爾出版,3F中文圖書區,2010-03-19,組織行為,4,商學院,2016-10-07T07:06:21Z
Bc9021ecdab,語言文學類,放任心中的一百次流浪 = Ambling to a wayward beat,12,2009,時報文化,3F中文圖書區,2011-12-29,散文,1,公共事務學院,2014-02-20T08:46:25Z
C711da6dcbe,社會科學類,個體經濟學習題解答=Microeconomics solution manual,7,2002,智勝文化出版,3F中文圖書區,2005-12-01,個體經濟學問題集,1,社會科學院,2014-05-09T08:01:44Z
Afd489bc27d,語言文學類,城南舊事,7,1979,純文學出版社印行,3F中文圖書區,2000-04-20,NA,1,法律學院,2014-05-26T10:12:53Z
